t,pitch_deg,gyro_dps,base_cmd
9.42,-6.59853,3.0862,6
9.424,-6.58483,3.42378,6
9.428,-6.56981,3.75633,6
9.432,-6.55347,4.08393,6
9.436,-6.53584,4.40667,6
9.44,-6.51694,4.72463,6
9.444,-6.49679,5.03789,6
9.448,-6.47541,5.34654,6
9.452,-6.4528,5.65065,6
9.456,-6.429,5.9503,6
9.46,-6.40402,6.24557,6
9.464,-6.37788,6.53652,6
9.468,-6.35058,6.82325,6
9.472,-6.32216,7.10581,6
9.476,-6.29262,7.38428,6
9.48,-6.26199,7.65873,6
9.484,-6.23027,7.92924,6
9.488,-6.19749,8.19585,6
9.492,-6.16365,8.45865,6
9.496,-6.12878,8.7177,6
9.5,-6.09289,8.97307,6
9.504,-6.05599,9.22481,6
9.508,-6.0181,9.47299,6
9.512,-5.97923,9.71767,6
9.516,-5.93939,9.95891,6
9.52,-5.8986,10.1968,6
9.524,-5.85688,10.4313,6
9.528,-5.81423,10.6626,6
9.532,-5.77067,10.8907,6
9.536,-5.7262,11.1156,6
9.54,-5.68085,11.3374,6
9.544,-5.63463,11.5561,6
9.548,-5.58754,11.7719,6
9.552,-5.5396,11.9848,6
9.556,-5.49082,12.1947,6
9.56,-5.44122,12.4018,6
9.564,-5.39079,12.6061,6
9.568,-5.33956,12.8077,6
9.572,-5.28754,13.0066,6
9.576,-5.23472,13.2028,6
9.58,-5.18114,13.3964,6
9.584,-5.12679,13.5875,6
9.588,-5.07168,13.7761,6
9.592,-5.01584,13.9622,6
9.596,-4.95925,14.1458,6
9.6,-4.90194,14.3271,6
9.604,-4.84392,14.506,6
9.608,-4.78519,14.6827,6
9.612,-4.72576,14.857,6
9.616,-4.66564,15.0292,6
9.62,-4.60485,15.1991,6
9.624,-4.54338,15.367,6
9.628,-4.48125,15.5327,6
9.632,-4.41846,15.6963,6
9.636,-4.35503,15.8579,6
9.64,-4.29096,16.0175,6
9.644,-4.22626,16.1752,6
9.648,-4.16094,16.3309,6
9.652,-4.095,16.4847,6
9.656,-4.02845,16.6366,6
9.66,-3.96131,16.7867,6
9.664,-3.89357,16.9351,6
9.668,-3.82524,17.0816,6
9.672,-3.75633,17.2264,6
9.676,-3.68686,17.3695,6
9.68,-3.61681,17.511,6
9.684,-3.54621,17.6508,6
9.688,-3.47505,17.7889,6
9.692,-3.40335,17.9255,6
9.696,-3.33111,18.0606,6
9.7,-3.25833,18.1941,6
9.704,-3.18503,18.3261,6
9.708,-3.1112,18.4566,6
9.712,-3.03686,18.5856,6
9.716,-2.96201,18.7133,6
9.72,-2.88665,18.8395,6
9.724,-2.81079,18.9643,6
9.728,-2.73444,19.0878,6
9.732,-2.6576,19.21,6
9.736,-2.58028,19.3309,6
9.74,-2.50247,19.4505,6
9.744,-2.4242,19.5688,6
9.748,-2.34545,19.6859,6
9.752,-2.26625,19.8018,6
9.756,-2.18658,19.9165,6
9.76,-2.10646,20.03,6
9.764,-2.02589,20.1424,6
9.768,-1.94488,20.2537,6
9.772,-1.86342,20.3638,6
9.776,-1.78153,20.4729,6
9.78,-1.69921,20.5808,6
9.784,-1.61646,20.6878,6
9.788,-1.53328,20.7937,6
9.792,-1.44969,20.8986,6
9.796,-1.36568,21.0025,6
9.8,-1.28126,21.1054,6
9.804,-1.19643,21.2074,6
9.808,-1.11119,21.3084,6
9.812,-1.02556,21.4085,6
9.816,-0.939527,21.5077,6
9.82,-0.853103,21.6061,6
9.824,-0.766289,21.7035,6
9.828,-0.679088,21.8001,6
9.832,-0.591505,21.8958,6
9.836,-0.503542,21.9908,6
9.84,-0.415202,22.0849,6
9.844,-0.326489,22.1782,6
9.848,-0.237407,22.2707,6
9.852,-0.147956,22.3625,6
9.856,-0.0581423,22.4535,6
9.86,0.032033,22.5438,6
9.864,0.122567,22.6334,6
9.868,0.213456,22.7222,6
9.872,0.304697,22.8104,6
9.876,0.396289,22.8979,6
9.88,0.488227,22.9847,6
9.884,0.580511,23.0708,6
9.888,0.673136,23.1563,6
9.892,0.766101,23.2412,6
9.896,0.859403,23.3255,6
9.9,0.953039,23.4091,6
9.904,1.04701,23.4921,6
9.908,1.14131,23.5746,6
9.912,1.23593,23.6565,6
9.916,1.33088,23.7378,6
9.92,1.42616,23.8186,6
9.924,1.52175,23.8988,6
9.928,1.61767,23.9785,6
9.932,1.7139,24.0577,6
9.936,1.81044,24.1363,6
9.94,1.9073,24.2145,6
9.944,2.00447,24.2922,6
9.948,2.10195,24.3694,6
9.952,2.19973,24.4461,6
9.956,2.29782,24.5223,6
9.96,2.39621,24.5981,6
9.964,2.49491,24.6735,6
9.968,2.5939,24.7484,6
9.972,2.69319,24.8229,6
9.976,2.79278,24.897,6
9.98,2.89266,24.9707,6
9.984,2.99284,25.044,6
9.988,3.09331,25.1168,6
9.992,3.19406,25.1893,6
9.996,3.29511,25.2614,6
10,3.39644,25.3332,6
10.004,3.49806,25.4046,6
10.008,3.59996,25.4756,6
10.012,3.70214,25.5454,5.98709
10.016,3.80441,25.5655,5.3027
10.02,3.90656,25.5383,4.63822
10.024,4.00842,25.4646,3.97675
10.028,4.1098,25.3454,3.31926
10.032,4.21053,25.1817,2.66629
10.036,4.31042,24.9745,2.01835
10.04,4.40932,24.725,1.37598
10.044,4.50706,24.4342,0.739659
10.048,4.60347,24.1032,0.109906
10.052,4.69841,23.733,-0.512798
10.056,4.79171,23.3249,-1.12797
10.06,4.88323,22.8799,-1.73515
10.064,4.97282,22.3993,-2.33388
10.068,5.06036,21.8841,-2.92371
10.072,5.1457,21.3356,-3.50421
10.076,5.22872,20.755,-4.07495
10.08,5.30929,20.1434,-4.63553
10.084,5.3873,19.5021,-5.18555
10.088,5.46263,18.8322,-5.72463
10.092,5.53525,18.1533,-6
10.096,5.60519,17.4852,-6
10.1,5.6725,16.8278,-6
10.104,5.73722,16.1809,-6
10.108,5.7994,15.5442,-6
10.112,5.85907,14.9177,-6
10.116,5.91627,14.3012,-6
10.12,5.97105,13.6944,-6
10.124,6.02344,13.0972,-6
10.128,6.07348,12.5095,-6
10.132,6.1212,11.9311,-6
10.136,6.16665,11.3618,-6
10.14,6.20986,10.8015,-6
10.144,6.25086,10.25,-6
10.148,6.28969,9.70725,-6
10.152,6.32638,9.17298,-6
10.156,6.36097,8.6471,-6
10.16,6.39348,8.12947,-6
10.164,6.42396,7.61993,-6
10.168,6.45244,7.11836,-6
10.172,6.47893,6.62462,-6
10.176,6.50349,6.13858,-6
10.18,6.52613,5.66009,-6
10.184,6.54689,5.18905,-6
10.188,6.56579,4.72531,-6
10.192,6.58286,4.26876,-6
10.196,6.59814,3.81927,-6
10.2,6.61165,3.37673,-6
10.204,6.62341,2.941,-6
10.208,6.63346,2.51199,-6
10.212,6.64182,2.08957,-6
10.216,6.64851,1.67363,-6
10.22,6.65357,1.26406,-6
10.224,6.65701,0.86075,-6
10.228,6.65886,0.463597,-6
10.232,6.65915,0.0724941,-6
10.236,6.6579,-0.312662,-6
10.24,6.65514,-0.691973,-6
10.244,6.65087,-1.06554,-6
10.248,6.64514,-1.43346,-6
10.252,6.63796,-1.79582,-6
10.256,6.62935,-2.15273,-6
10.26,6.61933,-2.50428,-6
10.264,6.60793,-2.85055,-6
10.268,6.59516,-3.19165,-6
10.272,6.58105,-3.52765,-6
10.276,6.56561,-3.85865,-6
10.28,6.54888,-4.18472,-6
10.284,6.53085,-4.50596,-6
10.288,6.51156,-4.82245,-6
10.292,6.49102,-5.13427,-6
10.296,6.46926,-5.44149,-6
10.3,6.44628,-5.7442,-6
10.304,6.42211,-6.04248,-6
10.308,6.39677,-6.33639,-6
10.312,6.37026,-6.62602,-6
10.316,6.34262,-6.91144,-6
10.32,6.31385,-7.19272,-6
10.324,6.28397,-7.46993,-6
10.328,6.25299,-7.74314,-6
10.332,6.22094,-8.01243,-6
10.336,6.18783,-8.27785,-6
10.34,6.15367,-8.53947,-6
10.344,6.11849,-8.79736,-6
10.348,6.08228,-9.05159,-6
10.352,6.04507,-9.30221,-6
10.356,6.00687,-9.5493,-6
10.36,5.9677,-9.7929,-6
10.364,5.92757,-10.0331,-6
10.368,5.88649,-10.2699,-6
10.372,5.84448,-10.5034,-6
10.376,5.80154,-10.7337,-6
10.38,5.7577,-10.9608,-6
10.384,5.71296,-11.1847,-6
10.388,5.66734,-11.4056,-6
10.392,5.62084,-11.6234,-6
10.396,5.57349,-11.8382,-6
10.4,5.52529,-12.0502,-6
10.404,5.47625,-12.2592,-6
10.408,5.42639,-12.4655,-6
10.412,5.37572,-12.6689,-6
10.416,5.32424,-12.8696,-6
10.42,5.27197,-13.0677,-6
10.424,5.21891,-13.2631,-6
10.428,5.16509,-13.4559,-6
10.432,5.11051,-13.6462,-6
10.436,5.05517,-13.834,-6
10.44,4.99909,-14.0193,-6
10.444,4.94228,-14.2022,-6
10.448,4.88475,-14.3828,-6
10.452,4.82651,-14.561,-6
10.456,4.76756,-14.7369,-6
10.46,4.70792,-14.9106,-6
10.464,4.64759,-15.082,-6
10.468,4.58658,-15.2513,-6
10.472,4.52491,-15.4185,-6
10.476,4.46258,-15.5835,-6
10.48,4.39959,-15.7465,-6
10.484,4.33596,-15.9075,-6
10.488,4.27169,-16.0665,-6
10.492,4.2068,-16.2235,-6
10.496,4.14129,-16.3787,-6
10.5,4.07516,-16.5319,-6
10.504,4.00843,-16.6833,-6
10.508,3.94109,-16.8328,-6
10.512,3.87317,-16.9806,-6
10.516,3.80467,-17.1266,-6
10.52,3.73558,-17.2709,-6
10.524,3.66593,-17.4135,-6
10.528,3.59571,-17.5544,-6
10.532,3.52494,-17.6937,-6
10.536,3.45361,-17.8313,-6
10.54,3.38174,-17.9674,-6
10.544,3.30933,-18.102,-6
10.548,3.23639,-18.235,-6
10.552,3.16293,-18.3665,-6
10.556,3.08894,-18.4966,-6
10.56,3.01444,-18.6252,-6
10.564,2.93943,-18.7524,-6
10.568,2.86392,-18.8782,-6
10.572,2.78791,-19.0026,-6
10.576,2.7114,-19.1257,-6
10.58,2.63441,-19.2475,-6
10.584,2.55694,-19.3679,-6
10.588,2.47899,-19.4871,-6
10.592,2.40057,-19.6051,-6
10.596,2.32169,-19.7218,-6
10.6,2.24234,-19.8373,-6
10.604,2.16253,-19.9516,-6
10.608,2.08227,-20.0648,-6
10.612,2.00156,-20.1768,-6
10.616,1.92041,-20.2877,-6
10.62,1.83882,-20.3975,-6
10.624,1.7568,-20.5063,-6
10.628,1.67434,-20.6139,-6
10.632,1.59146,-20.7205,-6
10.636,1.50816,-20.8261,-6
10.64,1.42443,-20.9307,-6
10.644,1.3403,-21.0343,-6
10.648,1.25575,-21.1369,-6
10.652,1.17079,-21.2386,-6
10.656,1.08544,-21.3393,-6
10.66,0.99968,-21.4392,-6
10.664,0.913527,-21.5381,-6
10.668,0.826983,-21.6361,-6
10.672,0.74005,-21.7333,-6
10.676,0.652731,-21.8296,-6
10.68,0.56503,-21.9251,-6
10.684,0.476951,-22.0198,-6
10.688,0.388497,-22.1137,-6
10.692,0.29967,-22.2067,-6
10.696,0.210473,-22.299,-6
10.7,0.120911,-22.3906,-6
10.704,0.0309857,-22.4814,-6
10.708,-0.0593001,-22.5714,-6
10.712,-0.149943,-22.6608,-6
10.716,-0.240941,-22.7494,-6
10.72,-0.33229,-22.8374,-6
10.724,-0.423989,-22.9246,-6
10.728,-0.516034,-23.0112,-6
10.732,-0.608422,-23.0972,-6
10.736,-0.701152,-23.1825,-6
10.74,-0.794221,-23.2671,-6
10.744,-0.887625,-23.3512,-6
10.748,-0.981364,-23.4347,-6
10.752,-1.07543,-23.5175,-6
10.756,-1.16983,-23.5998,-6
10.76,-1.26456,-23.6815,-6
10.764,-1.35961,-23.7626,-6
10.768,-1.45498,-23.8432,-6
10.772,-1.55068,-23.9233,-6
10.776,-1.64669,-24.0028,-6
10.78,-1.74301,-24.0818,-6
10.784,-1.83966,-24.1603,-6
10.788,-1.93661,-24.2384,-6
10.792,-2.03387,-24.3159,-6
10.796,-2.13144,-24.3929,-6
10.8,-2.22932,-24.4695,-6
10.804,-2.3275,-24.5456,-6
10.808,-2.42599,-24.6213,-6
10.812,-2.52478,-24.6965,-6
10.816,-2.62386,-24.7713,-6
10.82,-2.72324,-24.8457,-6
10.824,-2.82292,-24.9196,-6
10.828,-2.92289,-24.9932,-6
10.832,-3.02316,-25.0663,-6
10.836,-3.12372,-25.1391,-6
10.84,-3.22456,-25.2114,-6
10.844,-3.3257,-25.2834,-6
10.848,-3.42712,-25.3551,-6
10.852,-3.52882,-25.4264,-6
10.856,-3.63081,-25.4973,-6
10.86,-3.73302,-25.5521,-5.78117
10.864,-3.83525,-25.558,-5.10285
10.868,-3.93732,-25.5168,-4.43926
10.872,-4.03904,-25.4293,-3.77897
10.876,-4.14022,-25.2967,-3.12282
10.88,-4.2407,-25.12,-2.47135
10.884,-4.3403,-24.9001,-1.82507
10.888,-4.43886,-24.6381,-1.1845
10.892,-4.5362,-24.3352,-0.550142
10.896,-4.63217,-23.9924,0.0775062
10.9,-4.72661,-23.6108,0.69796
10.904,-4.81938,-23.1916,1.31074
10.908,-4.91032,-22.7359,1.9154
10.912,-4.9993,-22.2448,2.51146
10.916,-5.08618,-21.7196,3.0985
10.92,-5.17082,-21.1614,3.67607
10.924,-5.25311,-20.5714,4.24377
10.928,-5.33291,-19.9509,4.80119
10.932,-5.41011,-19.301,5.34793
10.936,-5.48461,-18.6229,5.88362
10.94,-5.5564,-17.9473,6
10.944,-5.62553,-17.2825,6
10.948,-5.69204,-16.6284,6
10.952,-5.75598,-15.9846,6
10.956,-5.81738,-15.3511,6
10.96,-5.87629,-14.7276,6
10.964,-5.93275,-14.1141,6
10.968,-5.98679,-13.5102,6
10.972,-6.03845,-12.916,6
10.976,-6.08778,-12.3311,6
10.98,-6.1348,-11.7555,6
10.984,-6.17956,-11.189,6
10.988,-6.22208,-10.6315,6
10.992,-6.26241,-10.0827,6
10.996,-6.30058,-9.54249,6
11,-6.33663,-9.01081,6
11.004,-6.37058,-8.48747,6
11.008,-6.40247,-7.97232,6
11.012,-6.43233,-7.46524,6
11.016,-6.46019,-6.96608,6
11.02,-6.48609,-6.47471,6
11.024,-6.51005,-5.991,6
11.028,-6.53211,-5.51481,6
11.032,-6.5523,-5.04601,6
11.036,-6.57063,-4.58449,6
11.04,-6.58716,-4.13011,6
11.044,-6.60189,-3.68276,6
11.048,-6.61486,-3.24232,6
11.052,-6.62609,-2.80866,6
11.056,-6.63562,-2.38168,6
11.06,-6.64346,-1.96125,6
11.064,-6.64965,-1.54728,6
11.068,-6.65421,-1.13963,6
11.072,-6.65716,-0.738223,6
11.076,-6.65853,-0.342933,6
11.08,-6.65835,0.0463378,6
11.084,-6.65663,0.429693,6
11.088,-6.6534,0.807234,6
11.092,-6.64868,1.17906,6
11.096,-6.6425,1.54527,6
11.1,-6.63488,1.90595,6
11.104,-6.62584,2.26121,6
11.108,-6.61539,2.61114,6
11.112,-6.60357,2.95582,6
11.116,-6.59039,3.29534,6
11.12,-6.57587,3.6298,6
11.124,-6.56003,3.95928,6
11.128,-6.54289,4.28387,6
11.132,-6.52448,4.60365,6
11.136,-6.5048,4.91869,6
11.14,-6.48389,5.22909,6
11.144,-6.46175,5.53493,6
11.148,-6.4384,5.83627,6
11.152,-6.41387,6.13321,6
11.156,-6.38817,6.4258,6
11.16,-6.36131,6.71413,6
11.164,-6.33332,6.99828,6
11.168,-6.3042,7.2783,6
11.172,-6.27399,7.55428,6
11.176,-6.24268,7.82629,6
11.18,-6.21031,8.09438,6
11.184,-6.17687,8.35863,6
11.188,-6.14239,8.61911,6
11.192,-6.10689,8.87587,6
11.196,-6.07037,9.12899,6
11.2,-6.03286,9.37852,6
11.204,-5.99436,9.62453,6
11.208,-5.95489,9.86708,6
11.212,-5.91447,10.1062,6
11.216,-5.8731,10.342,6
11.22,-5.8308,10.5745,6
11.224,-5.78759,10.8038,6
11.228,-5.74347,11.0299,6
11.232,-5.69846,11.2529,6
11.236,-5.65256,11.4729,6
11.24,-5.60581,11.6898,6
11.244,-5.55819,11.9037,6
11.248,-5.50973,12.1148,6
11.252,-5.46044,12.323,6
11.256,-5.41033,12.5283,6
11.26,-5.3594,12.7309,6
11.264,-5.30768,12.9308,6
11.268,-5.25517,13.1281,6
11.272,-5.20188,13.3227,6
11.276,-5.14782,13.5147,6
11.28,-5.093,13.7042,6
11.284,-5.03744,13.8913,6
11.288,-4.98113,14.0759,6
11.292,-4.9241,14.258,6
11.296,-4.86635,14.4379,6
11.3,-4.80789,14.6154,6
11.304,-4.74872,14.7906,6
11.308,-4.68887,14.9636,6
11.312,-4.62833,15.1344,6
11.316,-4.56712,15.303,6
11.32,-4.50524,15.4695,6
11.324,-4.44271,15.634,6
11.328,-4.37952,15.7963,6
11.332,-4.31569,15.9567,6
11.336,-4.25123,16.1151,6
11.34,-4.18615,16.2715,6
11.344,-4.12044,16.4261,6
11.348,-4.05413,16.5787,6
11.352,-3.98721,16.7295,6
11.356,-3.9197,16.8785,6
11.36,-3.85159,17.0258,6
11.364,-3.78291,17.1712,6
11.368,-3.71365,17.315,6
11.372,-3.64382,17.4571,6
11.376,-3.57343,17.5975,6
11.38,-3.50249,17.7363,6
11.384,-3.43099,17.8735,6
11.388,-3.35896,18.0091,6
11.392,-3.28638,18.1432,6
11.396,-3.21328,18.2757,6
11.4,-3.13965,18.4068,6
11.404,-3.06551,18.5364,6
11.408,-2.99085,18.6646,6
11.412,-2.91568,18.7913,6
11.416,-2.84002,18.9167,6
11.42,-2.76385,19.0407,6
11.424,-2.6872,19.1634,6
11.428,-2.61006,19.2848,6
11.432,-2.53244,19.4049,6
11.436,-2.45435,19.5237,6
11.44,-2.37578,19.6413,6
11.444,-2.29675,19.7576,6
11.448,-2.21726,19.8727,6
11.452,-2.13731,19.9867,6
11.456,-2.05691,20.0995,6
11.46,-1.97607,20.2112,6
11.464,-1.89478,20.3218,6
11.468,-1.81306,20.4312,6
11.472,-1.7309,20.5396,6
11.476,-1.64831,20.647,6
11.48,-1.5653,20.7533,6
11.484,-1.48186,20.8585,6
11.488,-1.39801,20.9628,6
11.492,-1.31375,21.0661,6
11.496,-1.22907,21.1685,6
11.5,-1.144,21.2698,6
11.504,-1.05851,21.3703,6
11.508,-0.972635,21.4699,6
11.512,-0.886361,21.5685,6
11.516,-0.799696,21.6663,6
11.52,-0.712643,21.7632,6
11.524,-0.625206,21.8593,6
11.528,-0.537388,21.9545,6
11.532,-0.449192,22.0489,6
11.536,-0.360622,22.1426,6
11.54,-0.27168,22.2354,6
11.544,-0.18237,22.3275,6
11.548,-0.0926953,22.4188,6
11.552,-0.00265794,22.5093,6
11.556,0.0877388,22.5992,6
11.56,0.178492,22.6883,6
11.564,0.269599,22.7767,6
11.568,0.361057,22.8645,6
11.572,0.452863,22.9515,6
11.576,0.545014,23.0379,6
11.58,0.637509,23.1237,6
11.584,0.730344,23.2088,6
11.588,0.823517,23.2933,6
11.592,0.917026,23.3771,6
11.596,1.01087,23.4604,6
11.6,1.10504,23.5431,6
11.604,1.19954,23.6252,6
11.608,1.29437,23.7067,6
11.612,1.38952,23.7877,6
11.616,1.48499,23.8681,6
11.62,1.58078,23.948,6
11.624,1.67689,24.0274,6
11.628,1.77332,24.1062,6
11.632,1.87006,24.1846,6
11.636,1.96711,24.2625,6
11.64,2.06446,24.3398,6
11.644,2.16213,24.4167,6
11.648,2.2601,24.4932,6
11.652,2.35838,24.5691,6
11.656,2.45696,24.6447,6
11.66,2.55584,24.7198,6
11.664,2.65502,24.7944,6
11.668,2.75449,24.8687,6
11.672,2.85426,24.9425,6
11.676,2.95432,25.0159,6
11.68,3.05468,25.0889,6
11.684,3.15533,25.1616,6
11.688,3.25626,25.2339,6
11.692,3.35749,25.3057,6
11.696,3.45899,25.3773,6
11.7,3.56079,25.4484,6
11.704,3.66286,25.5193,6
11.708,3.7651,25.5585,5.56594
11.712,3.8673,25.5495,4.89399
11.716,3.96927,25.4936,4.23134
11.72,4.07084,25.3919,3.57231
11.724,4.17182,25.2453,2.91759
11.728,4.27204,25.0549,2.2677
11.732,4.37133,24.8217,1.62317
11.736,4.46951,24.5468,0.984511
11.74,4.56644,24.2312,0.35222
11.744,4.66194,23.8761,-0.273209
11.748,4.75587,23.4826,-0.891293
11.752,4.84808,23.0518,-1.50156
11.756,4.93842,22.5848,-2.10355
11.76,5.02675,22.0829,-2.69682
11.764,5.11294,21.5472,-3.28092
11.768,5.19686,20.9789,-3.85542
11.772,5.27837,20.3792,-4.41993
11.776,5.35737,19.7493,-4.97402
11.78,5.43373,19.0905,-5.51732
11.784,5.50736,18.4074,-6
11.788,5.5783,17.7353,-6
11.792,5.6466,17.0739,-6
11.796,5.71229,16.423,-6
11.8,5.77542,15.7825,-6
11.804,5.83603,15.1522,-6
11.808,5.89416,14.5319,-6
11.812,5.94984,13.9215,-6
11.816,6.00313,13.3207,-6
11.82,6.05404,12.7294,-6
11.824,6.10263,12.1475,-6
11.828,6.14893,11.5748,-6
11.832,6.19298,11.0112,-6
11.836,6.2348,10.4564,-6
11.84,6.27444,9.91034,-6
11.844,6.31194,9.37288,-6
11.848,6.34731,8.84386,-6
11.852,6.3806,8.32313,-6
11.856,6.41185,7.81056,-6
11.86,6.44107,7.30601,-6
11.864,6.46831,6.80933,-6
11.868,6.49359,6.3204,-6
11.872,6.51695,5.83909,-6
11.876,6.53841,5.36525,-6
11.88,6.558,4.89878,-6
11.884,6.57576,4.43954,-6
11.888,6.59171,3.9874,-6
11.892,6.60588,3.54225,-6
11.896,6.61829,3.10397,-6
11.9,6.62898,2.67244,-6
11.904,6.63797,2.24755,-6
11.908,6.64529,1.82918,-6
11.912,6.65096,1.41722,-6
11.916,6.65501,1.01157,-6
11.92,6.65745,0.612109,-6
11.924,6.65833,0.218739,-6
11.928,6.65766,-0.168646,-6
11.932,6.65545,-0.550148,-6
11.936,6.65175,-0.925866,-6
11.94,6.64657,-1.2959,-6
11.944,6.63993,-1.66035,-6
11.948,6.63185,-2.0193,-6
11.952,6.62236,-2.37286,-6
11.956,6.61147,-2.72111,-6
11.96,6.59922,-3.06415,-6
11.964,6.58561,-3.40206,-6
11.968,6.57067,-3.73493,-6
11.972,6.55442,-4.06285,-6
11.976,6.53687,-4.3859,-6
11.98,6.51806,-4.70417,-6
11.984,6.49799,-5.01774,-6
11.988,6.47668,-5.32668,-6
11.992,6.45415,-5.63109,-6
11.996,6.43043,-5.93102,-6
12,6.40552,-6.22657,-6
12.004,6.37945,-6.51781,-6
12.008,6.35223,-6.80481,-6
12.012,6.32388,-7.08764,-6
12.016,6.29442,-7.36637,-6
12.02,6.26385,-7.64109,-6
12.024,6.23221,-7.91184,-6
12.028,6.19949,-8.17871,-6
12.032,6.16572,-8.44176,-6
12.036,6.13092,-8.70105,-6
12.04,6.09509,-8.95665,-6
12.044,6.05826,-9.20862,-6
12.048,6.02043,-9.45703,-6
12.052,5.98162,-9.70194,-6
12.056,5.94185,-9.9434,-6
12.06,5.90112,-10.1815,-6
12.064,5.85946,-10.4162,-6
12.068,5.81687,-10.6477,-6
12.072,5.77336,-10.876,-6
12.076,5.72896,-11.1011,-6
12.08,5.68367,-11.3231,-6
12.084,5.6375,-11.5421,-6
12.088,5.59047,-11.7581,-6
12.092,5.54258,-11.9711,-6
12.096,5.49386,-12.1812,-6
12.1,5.4443,-12.3885,-6
12.104,5.39393,-12.593,-6
12.108,5.34275,-12.7948,-6
12.112,5.29078,-12.9938,-6
12.116,5.23802,-13.1902,-6
12.12,5.18448,-13.384,-6
12.124,5.13018,-13.5752,-6
12.128,5.07512,-13.764,-6
12.132,5.01932,-13.9502,-6
12.136,4.96279,-14.134,-6
12.14,4.90552,-14.3155,-6
12.144,4.84755,-14.4945,-6
12.148,4.78886,-14.6713,-6
12.152,4.72948,-14.8458,-6
12.156,4.6694,-15.0181,-6
12.16,4.60865,-15.1882,-6
12.164,4.54723,-15.3562,-6
12.168,4.48514,-15.522,-6
12.172,4.4224,-15.6858,-6
12.176,4.35901,-15.8475,-6
12.18,4.29498,-16.0073,-6
12.184,4.23032,-16.165,-6
12.188,4.16503,-16.3209,-6
12.192,4.09913,-16.4748,-6
12.196,4.03263,-16.6269,-6
12.2,3.96552,-16.7771,-6
12.204,3.89782,-16.9255,-6
12.208,3.82953,-17.0722,-6
12.212,3.76066,-17.2171,-6
12.216,3.69122,-17.3604,-6
12.22,3.62121,-17.5019,-6
12.224,3.55064,-17.6418,-6
12.228,3.47952,-17.7801,-6
12.232,3.40785,-17.9168,-6
12.236,3.33565,-18.0519,-6
12.24,3.2629,-18.1855,-6
12.244,3.18963,-18.3176,-6
12.248,3.11584,-18.4482,-6
12.252,3.04153,-18.5774,-6
12.256,2.96671,-18.7051,-6
12.26,2.89139,-18.8314,-6
12.264,2.81556,-18.9563,-6
12.268,2.73924,-19.0799,-6
12.272,2.66243,-19.2022,-6
12.276,2.58514,-19.3232,-6
12.28,2.50737,-19.4428,-6
12.284,2.42912,-19.5612,-6
12.288,2.35041,-19.6784,-6
12.292,2.27123,-19.7944,-6
12.296,2.1916,-19.9092,-6
12.3,2.1115,-20.0228,-6
12.304,2.03096,-20.1352,-6
12.308,1.94998,-20.2465,-6
12.312,1.86855,-20.3567,-6
12.316,1.78669,-20.4659,-6
12.32,1.70439,-20.5739,-6
12.324,1.62167,-20.6809,-6
12.328,1.53852,-20.7869,-6
12.332,1.45495,-20.8919,-6
12.336,1.37097,-20.9958,-6
12.34,1.28657,-21.0988,-6
12.344,1.20177,-21.2009,-6
12.348,1.11656,-21.302,-6
12.352,1.03095,-21.4021,-6
12.356,0.944948,-21.5014,-6
12.36,0.858549,-21.5998,-6
12.364,0.77176,-21.6973,-6
12.368,0.684585,-21.7939,-6
12.372,0.597026,-21.8897,-6
12.376,0.509087,-21.9847,-6
12.38,0.420771,-22.0789,-6
12.384,0.332083,-22.1722,-6
12.388,0.243023,-22.2648,-6
12.392,0.153597,-22.3567,-6
12.396,0.0638057,-22.4477,-6
12.4,-0.0263465,-22.5381,-6
12.404,-0.116857,-22.6277,-6
12.408,-0.207723,-22.7166,-6
12.412,-0.298943,-22.8048,-6
12.416,-0.390512,-22.8923,-6
12.42,-0.482428,-22.9791,-6
12.424,-0.57469,-23.0653,-6
12.428,-0.667293,-23.1509,-6
12.432,-0.760236,-23.2358,-6
12.436,-0.853517,-23.3201,-6
12.44,-0.947132,-23.4038,-6
12.444,-1.04108,-23.4868,-6
12.448,-1.13536,-23.5693,-6
12.452,-1.22996,-23.6513,-6
12.456,-1.32489,-23.7326,-6
12.46,-1.42015,-23.8134,-6
12.464,-1.51572,-23.8937,-6
12.468,-1.61161,-23.9734,-6
12.472,-1.70782,-24.0526,-6
12.476,-1.80435,-24.1313,-6
12.48,-1.90119,-24.2095,-6
12.484,-1.99834,-24.2872,-6
12.488,-2.09579,-24.3644,-6
12.492,-2.19356,-24.4412,-6
12.496,-2.29163,-24.5175,-6
12.5,-2.39,-24.5933,-6
12.504,-2.48868,-24.6687,-6
12.508,-2.58765,-24.7437,-6
12.512,-2.68692,-24.8182,-6
12.516,-2.78649,-24.8923,-6
12.52,-2.88636,-24.966,-6
12.524,-2.98651,-25.0393,-6
12.528,-3.08696,-25.1122,-6
12.532,-3.1877,-25.1847,-6
12.536,-3.28873,-25.2569,-6
12.54,-3.39004,-25.3286,-6
12.544,-3.49164,-25.4,-6
12.548,-3.59353,-25.4711,-6
12.552,-3.6957,-25.5418,-6
12.556,-3.79796,-25.5651,-5.3455
12.56,-3.90012,-25.5408,-4.68007
12.564,-4.002,-25.47,-4.01838
12.568,-4.10341,-25.3536,-3.36064
12.572,-4.20418,-25.1927,-2.70737
12.576,-4.30414,-24.9883,-2.05911
12.58,-4.4031,-24.7415,-1.41638
